"","res_site_name","descriptor_type_code","descriptor_type_name","descriptor_value","raw_parent_code","lat_long_ref","elevation_ref","local_x","local_y","position_accuracy","SiteType"
"BisleyMet","Bisley Tower","ms_elev","Elevation","989.45","LUQ","WGS84","mean sea level","","","",""
"BisleyMet","Bisley Tower","ms_lat","Latitude","18.2777","LUQ","WGS84","mean sea level","","","",""
"BisleyMet","Bisley Tower","ms_long","Longitude","-65.7634","LUQ","WGS84","mean sea level","","","",""
"ELVERDE","El Verde Log","ms_elev","Elevation","358","LUQ","WGS84","mean sea level","","","",""
"ELVERDE","El Verde Log","ms_lat","Latitude","18.325015","LUQ","WGS84","mean sea level","","","",""
"ELVERDE","El Verde Log","ms_long","Longitude"," -65.817780","LUQ","WGS84","mean sea level","","","",""
"ES50063800","RIO ESPIRITU SANTO (USGS)","gs_elev","Elevation","","LUQ","WGS84","mean sea level","","","",""
"ES50063800","RIO ESPIRITU SANTO (USGS)","gs_lat","Latitude","","LUQ","WGS84","mean sea level","","","",""
"ES50063800","RIO ESPIRITU SANTO (USGS)","gs_long","Longitude","","LUQ","WGS84","mean sea level","","","",""
"EVFSTower","El Verde Tower","ms_elev","Elevation","370","LUQ","WGS84","mean sea level","","","",""
"EVFSTower","El Verde Tower","ms_lat","Latitude","18.3228","LUQ","WGS84","mean sea level","","","",""
"EVFSTower","El Verde Tower","ms_long","Longitude","-65.8203","LUQ","WGS84","mean sea level","","","",""
"EVRAIN","El Verde Rainfall","ms_elev","Elevation","350","LUQ","WGS84","mean sea level","","","",""
"EVRAIN","El Verde Rainfall","ms_lat","Latitude","18.321163","LUQ","WGS84","mean sea level","","","",""
"EVRAIN","El Verde Rainfall","ms_long","Longitude"," -65.819911","LUQ","WGS84","mean sea level","","","",""
"QG50074950","QUEBRADA GUABA (USGS)","gs_elev","Elevation","","LUQ","WGS84","mean sea level","","","",""
"QG50074950","QUEBRADA GUABA (USGS)","gs_lat","Latitude","","LUQ","WGS84","mean sea level","","","",""
"QG50074950","QUEBRADA GUABA (USGS)","gs_long","Longitude","","LUQ","WGS84","mean sea level","","","",""
"QS50063440","QUEBRADA SONADORA (USGS)","gs_elev","Elevation","","LUQ","WGS84","mean sea level","","","",""
"QS50063440","QUEBRADA SONADORA (USGS)","gs_lat","Latitude","","LUQ","WGS84","mean sea level","","","",""
"QS50063440","QUEBRADA SONADORA (USGS)","gs_long","Longitude","","LUQ","WGS84","mean sea level","","","",""
"RG50064200","RIO GRANDE (USGS)","gs_elev","Elevation","","LUQ","WGS84","mean sea level","","","",""
"RG50064200","RIO GRANDE (USGS)","gs_lat","Latitude","","LUQ","WGS84","mean sea level","","","",""
"RG50064200","RIO GRANDE (USGS)","gs_long","Longitude","","LUQ","WGS84","mean sea level","","","",""
"RI50075000","RIO ICACOS (USGS)","gs_elev","Elevation","","LUQ","WGS84","mean sea level","","","",""
"RI50075000","RIO ICACOS (USGS)","gs_lat","Latitude","","LUQ","WGS84","mean sea level","","","",""
"RI50075000","RIO ICACOS (USGS)","gs_long","Longitude","","LUQ","WGS84","mean sea level","","","",""
"RM50065500","RIO MAMEYES NR SABANA (USGS)","gs_elev","Elevation","","LUQ","WGS84","mean sea level","","","",""
"RM50065500","RIO MAMEYES NR SABANA (USGS)","gs_lat","Latitude","","LUQ","WGS84","mean sea level","","","",""
"RM50065500","RIO MAMEYES NR SABANA (USGS)","gs_long","Longitude","","LUQ","WGS84","mean sea level","","","",""
"RM50066000","RIO MAMEYES AT MAMEYES (USGS)","gs_elev","Elevation","","LUQ","WGS84","mean sea level","","","",""
"RM50066000","RIO MAMEYES AT MAMEYES (USGS)","gs_lat","Latitude","","LUQ","WGS84","mean sea level","","","",""
"RM50066000","RIO MAMEYES AT MAMEYES (USGS)","gs_long","Longitude","","LUQ","WGS84","mean sea level","","","",""
"RS50067000","RIO SABANA (USGS)","gs_elev","Elevation","","LUQ","WGS84","mean sea level","","","",""
"RS50067000","RIO SABANA (USGS)","gs_lat","Latitude","","LUQ","WGS84","mean sea level","","","",""
"RS50067000","RIO SABANA (USGS)","gs_long","Longitude","","LUQ","WGS84","mean sea level","","","",""
