"","res_site_name","descriptor_type_code","descriptor_type_name","descriptor_value","raw_parent_code","lat_long_ref","elevation_ref","local_x","local_y","position_accuracy","SiteType"
"Augusta","Augusta Creek Near Augusta, MI (USGS)","gs_elev","Elevation","","KBS","WGS84","mean sea level","","","",""
"Augusta","Augusta Creek Near Augusta, MI (USGS)","gs_lat","Latitude","","KBS","WGS84","mean sea level","","","",""
"Augusta","Augusta Creek Near Augusta, MI (USGS)","gs_long","Longitude","","KBS","WGS84","mean sea level","","","",""
"GULLAKE","Gull Lake Biological Station COOP (NWS)","ms_elev","Elevation","","KBS","WGS84","mean sea level","","","",""
"GULLAKE","Gull Lake Biological Station COOP (NWS)","ms_lat","Latitude","","KBS","WGS84","mean sea level","","","",""
"GULLAKE","Gull Lake Biological Station COOP (NWS)","ms_long","Longitude","","KBS","WGS84","mean sea level","","","",""
"KzooComst","Kalamazoo River at Comstock, MI (USGS)","gs_elev","Elevation","","KBS","WGS84","mean sea level","","","",""
"KzooComst","Kalamazoo River at Comstock, MI (USGS)","gs_lat","Latitude","","KBS","WGS84","mean sea level","","","",""
"KzooComst","Kalamazoo River at Comstock, MI (USGS)","gs_long","Longitude","","KBS","WGS84","mean sea level","","","",""
"KZOOHSP","Kalamazoo Hospital NWS Station","ms_elev","Elevation","","KBS","WGS84","mean sea level","","","",""
"KZOOHSP","Kalamazoo Hospital NWS Station","ms_lat","Latitude","","KBS","WGS84","mean sea level","","","",""
"KZOOHSP","Kalamazoo Hospital NWS Station","ms_long","Longitude","","KBS","WGS84","mean sea level","","","",""
"LTERWS","LTER Weather Station (synthetic weather record)","ms_elev","Elevation","","KBS","WGS84","mean sea level","","","",""
"LTERWS","LTER Weather Station (synthetic weather record)","ms_lat","Latitude","","KBS","WGS84","mean sea level","","","",""
"LTERWS","LTER Weather Station (synthetic weather record)","ms_long","Longitude","","KBS","WGS84","mean sea level","","","",""
